Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Joined_by_year,Time to Unicorn,ROI
4Paradigm,2000000000,2018-12-19,Artificial intelligence,Beijing,China,Asia,2015,1000000000,"Sequoia Capital China, China Construction Bank, Bank of China",2018,3,2.0
Advance Intelligence Group,2000000000,2021-09-23,Artificial intelligence,Unknown,Singapore,Asia,2016,536000000,"Vision Plus Capital, GSR Ventures, ZhenFund",2021,5,3.7313432835820897
Aiven,2000000000,2021-10-18,Internet software & services,Helsinki,Finland,Europe,2016,210000000,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",2021,5,9.523809523809524
Akulaku,2000000000,2022-02-15,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,438000000,"DCM Ventures, IDG Capital, Siam Commercial Bank",2022,8,4.566210045662101
Apeel Sciences,2000000000,2020-05-26,Other,Goleta,United States,North America,2012,640000000,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",2020,8,3.125
AppsFlyer,2000000000,2020-01-21,Mobile & telecommunications,San Francisco,United States,North America,2011,293000000,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2020,9,6.825938566552901
Avant,2000000000,2012-12-17,Artificial intelligence,Chicago,United States,North America,2012,658000000,"RRE Ventures, Tiger Global, August Capital",2012,0,3.0395136778115504
Aviatrix,2000000000,2021-09-08,Internet software & services,Santa Clara,United States,North America,2014,341000000,"Ignition Partners, Formation 8, CRV",2021,7,5.865102639296188
BlaBlaCar,2000000000,2015-09-16,Auto & transportation,Paris,France,Europe,2006,449000000,"Accel Partners, Index Ventures, Insight Venture Partners",2015,9,4.4543429844097995
Black Sesame Technologies,2000000000,2021-09-22,Artificial intelligence,Shanghai,China,Asia,2016,115000000,"Northern Light Venture Capital, Xiaomi, FutureX Capital",2021,5,17.391304347826086
Bunq,2000000000,2021-06-18,Fintech,Amsterdam,Netherlands,Europe,2013,281000000,Undisclosed,2021,8,7.117437722419929
Calm,2000000000,2019-02-06,Consumer & retail,San Francisco,United States,North America,2012,218000000,"Insight Venture Partners, TPG Growth, Sound Ventures",2019,7,9.174311926605505
Chipper Cash,2000000000,2021-05-31,Fintech,San Francisco,United States,North America,2017,302000000,"Deciens Capital, Bezos Expeditions, 500 Startups",2021,4,6.622516556291391
Clearco,2000000000,2021-04-20,Fintech,Toronto,Canada,North America,2015,433000000,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",2021,6,4.618937644341801
ClickHouse,2000000000,2021-10-28,Data management & analytics,Portola Valley,United States,North America,2021,300000000,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",2021,0,6.666666666666667
Clip,2000000000,2021-06-10,Fintech,Mexico City,Mexico,North America,2012,381000000,"Alta Ventures Mexico, General Atlantic, SoftBank Group",2021,9,5.2493438320209975
Cloudinary,2000000000,2022-02-15,Internet software & services,Santa Clara,United States,North America,2011,100000000,"Blackstone, Bessemer Venture Partners",2022,11,20.0
Deliverr,2000000000,2021-11-22,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,456000000,"8VC, Activant Capital, GLP Capital Partners",2021,4,4.385964912280702
Divvy Homes,2000000000,2021-08-13,Fintech,San Francisco,United States,North America,2017,370000000,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",2021,4,5.405405405405405
Dremio,2000000000,2021-01-06,Data management & analytics,Santa Clara,United States,North America,2015,410000000,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",2021,6,4.878048780487805
Druva,2000000000,2019-06-20,Data management & analytics,Sunnyvale,United States,North America,2007,475000000,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",2019,12,4.2105263157894735
Everlaw,2000000000,2020-03-10,Internet software & services,Oakland,United States,North America,2010,299000000,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",2020,10,6.688963210702341
Exotec,2000000000,2022-01-17,Hardware,Croix,France,Europe,2015,450000000,"Breega Capital, Iris Capital, 360 Capital Partners",2022,7,4.444444444444445
Formlabs,2000000000,2018-08-01,Hardware,Somerville,United States,North America,2011,251000000,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2018,7,7.968127490039841
Guoquan Shihui,2000000000,2021-03-17,Consumer & retail,Shanghai,China,Asia,2017,523000000,"Tiantu Capital, CMB International Capital, Vision Knight Capital",2021,4,3.8240917782026767
Hive,2000000000,2021-04-21,Artificial intelligence,San Francisco,United States,North America,2013,121000000,"Tomales Bay Capital, Bain & Company, General Catalyst",2021,8,16.52892561983471
HuiMin,2000000000,2016-09-05,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,517000000,"Zheshang Venture Capital, GP Capital, Western Capital Management",2016,3,3.8684719535783367
ISN,2000000000,2020-12-17,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,-1,Blackstone,2020,19,-2000000000.0
Iterable,2000000000,2021-06-15,Internet software & services,San Francisco,United States,North America,2013,342000000,"CRV, Blue Cloud Ventures, Index Ventures",2021,8,5.847953216374269
Kajabi,2000000000,2021-05-04,Internet software & services,Irvine,United States,North America,2010,550000000,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",2021,11,3.6363636363636362
Kaseya,2000000000,2019-03-27,Cybersecurity,Miami,United States,North America,2000,545000000,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2019,19,3.669724770642202
Keep,2000000000,2020-05-19,Mobile & telecommunications,Beijing,China,Asia,2014,614000000,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",2020,6,3.257328990228013
KRY,2000000000,2021-04-27,Health,Stockholm,Sweden,Europe,2014,569000000,"Index Ventures, Creandum, Accel",2021,7,3.51493848857645
Loggi,2000000000,2019-06-05,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,507000000,"Qualcomm Ventures, SoftBank Group, Monashees+",2019,6,3.9447731755424065
LTK,2000000000,2021-11-22,Internet software & services,Dallas,United States,North America,2011,315000000,"SoftBank Group, Maverick Capital",2021,10,6.349206349206349
Lunar,2000000000,2021-07-12,Fintech,Aarhus,Denmark,Europe,2015,448000000,"SEED Capital, Greyhound Capital, Socii Capital",2021,6,4.464285714285714
Mafengwo,2000000000,2019-05-23,Travel,Beijing,China,Asia,2010,503000000,"Qiming Venture Partners, Capital Today, General Atlantic",2019,9,3.9761431411530817
Magic Leap,2000000000,2014-10-21,Hardware,Plantation,United States,North America,2010,3000000000,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",2014,4,0.6666666666666666
Misfits Market,2000000000,2021-04-21,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,527000000,"Accel, D1 Capita Partners, Greenoaks Capital Management",2021,3,3.795066413662239
Modern Treasury,2000000000,2021-10-06,Fintech,San Francisco,United States,North America,2018,183000000,"Benchmark, Altimeter Capital, Quiet Capital",2021,3,10.92896174863388
MURAL,2000000000,2021-07-20,Internet software & services,San Francisco,United States,North America,2011,192000000,"Insight Partners, Tiger Global Management, Gradient Ventures",2021,10,10.416666666666666
Mynt,2000000000,2021-11-01,Fintech,Taguig City,Philippines,Asia,2015,475000000,"Insight Partners, Warburg Pincus, Ayala Corporation",2021,6,4.2105263157894735
Neo4j,2000000000,2021-06-17,Data management & analytics,San Mateo,United States,North America,2007,408000000,"Eight Roads Ventures, One Peak Partners, Creandum",2021,14,4.901960784313726
Netlify,2000000000,2021-11-17,Internet software & services,San Francisco,United States,North America,2014,202000000,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",2021,7,9.900990099009901
OCSiAl,2000000000,2019-03-04,Other,Leudelange,Luxembourg,Europe,2012,285000000,"A&NN, Rusnano",2019,7,7.017543859649122
Opay,2000000000,2021-08-23,Fintech,Lagos,Nigeria,Africa,2018,570000000,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2021,3,3.508771929824561
Pipe,2000000000,2021-05-19,Fintech,Miami,United States,North America,2019,566000000,"next47, MaC Venture Capital, FinVC",2021,2,3.5335689045936394
Preferred Networks,2000000000,2018-05-17,Artificial intelligence,Tokyo,Japan,Asia,2014,147000000,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2018,4,13.605442176870747
Quora,2000000000,2017-04-21,Internet software & services,Mountain View,United States,North America,2009,226000000,"Y Combinator, Matrix Partners, Benchmark",2017,8,8.849557522123893
Redis Labs,2000000000,2020-08-25,Data management & analytics,Mountain View,United States,North America,2011,356000000,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",2020,9,5.617977528089888
SmartNews,2000000000,2019-08-05,Mobile & telecommunications,Tokyo,Japan,Asia,2012,410000000,"Japan Post Capital, Globis Capital Partners, Atomico",2019,7,4.878048780487805
Spring Health,2000000000,2021-09-16,Health,New York,United States,North America,2016,296000000,"Rethink Impact, Work-Bench, RRE Ventures",2021,5,6.756756756756757
StarkWare,2000000000,2021-11-17,Cybersecurity,Netanya,Israel,Asia,2018,161000000,"Sequoia Capital, Paradigm, Pantera Capital",2021,3,12.422360248447205
SWORD Health,2000000000,2021-11-22,Health,New York,United States,North America,2015,296000000,"Khosla Ventures, Green Innovations, Founders Fund",2021,6,6.756756756756757
Tier,2000000000,2021-10-25,Travel,Berlin,Germany,Europe,2018,587000000,"Northzone Ventures, White Star Capital, Novator Partners",2021,3,3.4071550255536627
Trendy Group International,2000000000,2012-02-13,Consumer & retail,Kowloon,Hong Kong,Asia,1999,200000000,L Capital Partners,2012,13,10.0
Unqork,2000000000,2020-10-06,Fintech,New York,United States,North America,2017,365000000,"Blackrock, capitalG, World Lab Innovation",2020,3,5.47945205479452
VerbIT,2000000000,2021-06-08,Artificial intelligence,New York,United States,North America,2016,432000000,"ClalTech, Vertex Ventures, Oryzn Capital",2021,5,4.62962962962963
Virta Health,2000000000,2020-12-02,Health,San Francisco,United States,North America,2015,373000000,"Caffeinated Capital, Obvious Ventures, Venrock",2020,5,5.361930294906166
Xinchao Media,2000000000,2018-04-09,Internet software & services,Chengdu,China,Asia,2007,768000000,"JD.com, Baidu, Vision Plus Capital",2018,11,2.6041666666666665
Xingyun Group,2000000000,2020-09-24,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,950000000,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",2020,5,2.1052631578947367
XtalPi,2000000000,2021-08-11,Artificial intelligence,Shenzhen,China,Asia,2014,786000000,"Tencent Holdings, 5Y Capital, Sequoia Capital China",2021,7,2.544529262086514
Zilch,2000000000,2021-11-10,Fintech,London,United Kingdom,Europe,2018,339000000,"Gauss Ventures, Ventura Capital, dmg ventures",2021,3,5.899705014749262
56PINGTAI,1000000000,2021-01-25,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,188000000,"QF Capital, QC Capital, Unicom Innovation Venture Capital",2021,8,5.319148936170213
Alzheon,1000000000,2020-09-30,Health,Framingham,United States,North America,2013,94000000,"ARCH Venture Partners, Ally Bridge Group",2020,7,10.638297872340425
Aprogen,1000000000,2019-05-31,Health,Seongnam-Si,South Korea,Asia,2000,62000000,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",2019,19,16.129032258064516
Axtria,1000000000,2021-05-13,Data management & analytics,Berkeley Heights,United States,North America,2009,206000000,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",2021,12,4.854368932038835
Cell C,1000000000,2017-08-07,Mobile & telecommunications,Midrand,South Africa,Africa,2000,547000000,"Blue Label Telecoms, Net1 UEPS Technologies",2017,17,1.8281535648994516
China Cloud,1000000000,2018-06-11,Hardware,Wuxi,China,Asia,2010,523000000,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",2018,8,1.9120458891013383
CredAvenue,1000000000,2022-03-07,Fintech,Chennai,India,Asia,2017,227000000,"Insight Partners, B Capital Group, Lightspeed Venture Partners",2022,5,4.405286343612334
DeepBlue Technology,1000000000,2018-04-16,Artificial intelligence,Shanghai,China,Asia,2014,79000000,"DESUN Capital, Yunfeng Capital, Meridian Capital",2018,4,12.658227848101266
dMed Biopharmaceutical,1000000000,2021-07-12,Health,Shanghai,China,Asia,2016,214000000,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",2021,5,4.672897196261682
Einride,1000000000,2021-12-31,Auto & transportation,Stockholm,Sweden,Europe,2016,151000000,"Temasek, BUILD Capital Partners, Northzone Ventures",2021,5,6.622516556291391
EQRx,1000000000,2021-01-11,Health,Cambridge,United States,North America,2020,700000000,"Nextech Invest, Casdin Capital, Google Ventures",2021,1,1.4285714285714286
Everly Health,1000000000,2020-12-03,E-commerce & direct-to-consumer,Austin,United States,North America,2015,231000000,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",2020,5,4.329004329004329
Fair,1000000000,2018-12-20,Auto & transportation,Santa Monica,United States,North America,2016,2000000000,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",2018,2,0.5
Flipboard,1000000000,2015-07-22,Internet software & services,Palo Alto,United States,North America,2010,211000000,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",2015,5,4.739336492890995
Globality,1000000000,2019-01-22,Artificial intelligence,Menlo Park,United States,North America,2015,310000000,SoftBank Group,2019,4,3.225806451612903
Hosjoy,1000000000,2018-10-18,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,139000000,"U.S.-China Green Fund, Founder H Fund, Richland Equities",2018,9,7.194244604316546
Huisuanzhang,1000000000,2021-05-24,Fintech,Beijing,China,Asia,2015,227000000,"IDG Capital, Gaocheng Capital, Chuanrong Capital",2021,6,4.405286343612334
HuJiang,1000000000,2015-10-29,Edtech,Shanghai,China,Asia,2001,223000000,"China Minsheng Investment, Baidu, Wanxin Media",2015,14,4.484304932735426
Hyperchain,1000000000,2021-04-11,Fintech,Hangzhou,China,Asia,2016,249000000,"Yinhong Equity Investment Fund, E Fund, Ideal International",2021,5,4.016064257028113
iTutorGroup,1000000000,2015-11-18,Edtech,Shanghai,China,Asia,1998,315000000,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",2015,17,3.1746031746031744
JimuBox,1000000000,2015-04-21,Fintech,Beijing,China,Asia,2013,131000000,"Matrix Partners China, Ventech China, Shunwei Capital Partners",2015,2,7.633587786259542
Juma Peisong,1000000000,2018-11-26,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,281000000,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",2018,7,3.5587188612099645
Justworks,1000000000,2020-01-28,Internet software & services,New York,United States,North America,2012,143000000,"Index Ventures, Thrive Capital, Bain Capital Ventures",2020,8,6.993006993006993
Keenon Robotics,1000000000,2021-09-15,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,229000000,"Yunqi Partners, SoftBank Group, iVision Ventures",2021,11,4.366812227074236
Kuaigou Dache,1000000000,2018-07-13,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,650000000,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",2018,4,1.5384615384615385
LifeMiles,1000000000,2015-07-13,Other,Bogota,Colombia,South America,2011,344000000,Advent International,2015,4,2.9069767441860463
LinkSure Network,1000000000,2015-01-01,Mobile & telecommunications,Shanghai,China,Asia,2013,52000000,Unknown,2015,2,19.23076923076923
MobiKwik,1000000000,2021-10-13,Fintech,Gurugram,India,Asia,2009,249000000,"Sequoia Capital India, The Times Group, GMO VenturePartners",2021,12,4.016064257028113
Modernizing Medicine,1000000000,2017-05-10,Health,Boca Raton,United States,North America,2010,394000000,"Warburg Pincus, Summit Partners, Sands Capital",2017,7,2.5380710659898478
OVH,1000000000,2016-08-15,Other,Roubaix,France,Europe,1999,1000000000,"KKR, TowerBrook Capital Partners",2016,17,1.0
Phenom People,1000000000,2021-04-07,Internet software & services,Ambler,United States,North America,2011,163000000,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",2021,10,6.134969325153374
Pipa Coding,1000000000,2021-03-25,Edtech,Beijing,China,Asia,2017,268000000,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",2021,4,3.7313432835820897
Qingting FM,1000000000,2021-06-02,Internet software & services,Shanghai,China,Asia,2011,164000000,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",2021,10,6.097560975609756
Rad Power Bikes,1000000000,2021-10-28,Auto & transportation,Seattle,United States,North America,2007,329000000,"Durable Capital Partners, Cercano Management, T. Rowe Price",2021,14,3.0395136778115504
Shukun Technology,1000000000,2021-08-16,Artificial Intelligence,Beijing,China,Asia,2017,211000000,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",2021,4,4.739336492890995
Shulan Health,1000000000,2021-03-01,Health,Hangzhou,China,Asia,2015,43000000,Qiming Venture Partners,2021,6,23.25581395348837
SITECH DEV,1000000000,2019-05-16,Other,Guiyang,China,Asia,2017,-1,China Prosperity Capital,2019,2,-1000000000.0
Snapdeal,1000000000,2014-05-21,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2000000000,"SoftBankGroup, Blackrock, Alibaba Group",2014,6,0.5
SumUp,1000000000,2019-07-16,Fintech,London,United Kingdom,Europe,2011,1000000000,"American Express Ventures, Goldman Sachs, Bain Capital Credit",2019,8,1.0
TalkingData,1000000000,2021-01-06,Mobile & telecommunications,Beijing,China,Asia,2013,310000000,"N5 Capital, CR Capital Mgmt, JD Digits",2021,8,3.225806451612903
TUNGEE,1000000000,2021-12-15,Artificial Intelligence,Guangzhou,China,Asia,2016,171000000,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",2021,5,5.847953216374269
UISEE Technology,1000000000,2021-01-25,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,154000000,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",2021,5,6.4935064935064934
Valgen Medtech,1000000000,2021-05-06,Health,Hangzhou,China,Asia,2015,188000000,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",2021,6,5.319148936170213
Vectra Networks,1000000000,2021-04-29,Artificial intelligence,San Jose,United States,North America,2011,352000000,"IA Ventures, Khosla Ventures, AME Cloud Ventures",2021,10,2.840909090909091
Venafi,1000000000,2020-12-10,Cybersecurity,Salt Lake City,United States,North America,2000,174000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",2020,20,5.747126436781609
Wacai,1000000000,2018-07-18,Mobile & telecommunications,Hangzhou,China,Asia,2009,369000000,"Qiming Venture Partners, China Broadband Capital, CDH Investments",2018,9,2.710027100271003
WeBull,1000000000,2021-02-18,Fintech,Changsha,China,Asia,2016,230000000,"Bojiang Capital, Hongdao Capital, Mobai Capital",2021,5,4.3478260869565215
WTOIP,1000000000,2018-04-08,Internet software & services,Guangzhou,China,Asia,2013,307000000,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",2018,5,3.257328990228013
Xiaobing,1000000000,2021-07-12,Fintech,Beijing,China,Asia,2020,-1,"NetEase Capital, Northern Light Venture Capital, Microsoft",2021,1,-1000000000.0
Xiaoe Tech,1000000000,2021-06-15,Internet software & services,Shenzhen,China,Asia,2015,149000000,"GGV Capital, Hillhouse Capital Management, IDG Capital",2021,6,6.7114093959731544
Yiguo,1000000000,2016-11-09,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,800000000,"Alibaba Group, KKR, Goldman Sachs",2016,11,1.25
Yimidida,1000000000,2019-01-14,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,554000000,"Source Code Capital, Global Logistic Properties, K2VC",2019,4,1.8050541516245486
Yipin Shengxian,1000000000,2019-03-11,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,658000000,"Eastern Bell Capital, Capital Today, Longzhu Capital",2019,2,1.5197568389057752
Ynsect,1000000000,2019-02-21,Other,Evry,France,Europe,2011,393000000,"Astanor Ventures, Upfront Ventures, IDInvest Partners",2019,8,2.544529262086514
Hello TransTech,1000000000,2018-06-01,Auto & transportation,Shanghai,China,Asia,2016,2000000000,"Ant Financial Services Group, GGV Capital",2018,2,0.5
Miaoshou Doctor,1000000000,2019-06-27,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,947000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2019,4,1.0559662090813093
ECARX,1000000000,2020-10-26,Auto & transportation,Wuhan,China,Asia,2016,394000000,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",2020,4,2.5380710659898478
Eat Just,1000000000,2017-11-30,Consumer & retail,San Francisco,United States,North America,2011,440000000,"Khosla Ventures, Horizons Ventures, Founders Fund",2017,6,2.272727272727273
Trumid,1000000000,2020-07-15,Fintech,New York,United States,North America,2014,660000000,"T. Rowe Price, Dragoneer Investment Group, BlackRock",2020,6,1.5151515151515151
Qualia,1000000000,2020-12-21,Fintech,San Francisco,United States,North America,2015,160000000,"8VC, Menlo Ventures, Tiger Global Management",2020,5,6.25
Beisen,1000000000,2021-05-11,Internet software & services,Beijing,China,Asia,2002,388000000,"Matrix Partners China, Sequoia Capital China, Genesis Capital",2021,19,2.577319587628866
Earnix,1000000000,2021-02-21,Fintech,Giv'atayim,Israel,Asia,2001,98000000,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",2021,20,10.204081632653061
Kujiale,1000000000,2019-10-25,Internet software & services,Hangzhou,China,Asia,2011,235000000,"GGV Capital, IDG Capital, Linear Venture",2019,8,4.25531914893617
Orca Security,1000000000,2021-03-23,Cybersecurity,Portland,United States,North America,2019,632000000,"YL Ventures, Redpoint Ventures, GGV Capital",2021,2,1.5822784810126582
Apus Group,1000000000,2015-01-16,Mobile & telecommunications,Beijing,China,Asia,2014,116000000,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",2015,1,8.620689655172415
Forte Labs,1000000000,2021-05-12,Fintech,San Francisco,United States,North America,2018,910000000,"Iris Capital, Accel, Elaia Partners",2021,3,1.098901098901099
CureFit,1000000000,2021-11-10,Health,Bengaluru,India,Asia,2016,665000000,"Chiratae Ventures, Accel, Kalaari Capital",2021,5,1.5037593984962405
DT Dream,1000000000,2017-06-08,Data management & analytics,Hangzhou,China,Asia,2015,267000000,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",2017,2,3.745318352059925
fabric,1000000000,2022-02-24,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,294000000,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",2022,5,3.401360544217687
JOLLY Information Technology,1000000000,2018-05-29,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,96000000,"Legend Capital, CDH Investments, Sequoia Capital China",2018,10,10.416666666666666
K Health,1000000000,2021-01-19,Health,New York,United States,North America,2016,271000000,"Max Ventures, Mangrove Capital Partners, 14W",2021,5,3.690036900369004
Mofang Living,1000000000,2016-04-13,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,650000000,"Warburg Pincus, Aviation Industry Corporation of China",2016,7,1.5384615384615385
Spendesk,1000000000,2022-01-18,Fintech,Paris,France,Europe,2015,314000000,"Index Ventures, Eight Roads Ventures, General Atlantic",2022,7,3.1847133757961785
TaxBit,1000000000,2021-08-04,Fintech,Draper,United States,North America,2018,236000000,"Insight Partners, Coinbase Ventures, PayPal Ventures",2021,3,4.237288135593221
XiaoZhu,1000000000,2017-11-01,Travel,Beijing,China,Asia,2012,572000000,"Morningside Ventures, Capital Today, JOY Capital",2017,5,1.7482517482517483
Yijiupi,1000000000,2018-09-20,Consumer & retail,Beijing,China,Asia,2014,511000000,"Source Code Capital, Meituan Dianping, Tencent Holdings",2018,4,1.9569471624266144
YunQuNa,1000000000,2021-06-29,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,207000000,"Source Code Capital, Coatue Management, DCM Ventures",2021,6,4.830917874396135
Bordrin Motors,1000000000,2019-06-03,Auto & transportation,Shanghai,China,Asia,2016,362000000,"China Grand Prosperity Investment, CSC Group",2019,3,2.7624309392265194
Aleo,1000000000,2022-02-07,Cybersecurity,San Francisco,United States,North America,2019,228000000,"Slow Ventures, Andreessen Horowitz, SoftBank Group",2022,3,4.385964912280702
Coocaa,1000000000,2018-03-16,Hardware,Shenzhen,China,Asia,2006,218000000,"Baidu, Tencent Holdings",2018,12,4.587155963302752
Gymshark,1000000000,2020-08-14,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,262000000,General Atlantic,2020,8,3.816793893129771
M1 Finance,1000000000,2021-07-14,Fintech,Chicago,United States,North America,2015,323000000,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",2021,6,3.0959752321981426
Ouyeel,1000000000,2019-06-27,Internet software & services,Shanghai,China,Asia,2015,432000000,Taigang Venture Capital,2019,4,2.314814814814815
SonderMind,1000000000,2021-07-28,Health,Denver,United States,North America,2014,183000000,"Kickstart Fund, General Catalyst, Drive Capital",2021,7,5.46448087431694
Astranis Space Technologies,1000000000,2021-04-14,Mobile & telecommunications,San Francisco,United States,North America,2015,303000000,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",2021,6,3.3003300330033003
Away,1000000000,2019-05-15,E-commerce & direct-to-consumer,New York,United States,North America,2015,181000000,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",2019,4,5.524861878453039
Cabify,1000000000,2018-01-22,Auto & transportation,Madrid,Spain,Europe,2011,407000000,"Seaya Ventures, Otter Rock Capital, Rakuten",2018,7,2.457002457002457
Clarify Health,1000000000,2022-04-05,Health,San Francisco,United States,North America,2015,328000000,"KKR, Aspenwood Ventures, Spark Capital",2022,7,3.048780487804878
Coda,1000000000,2021-07-08,Internet software & services,Mountain View,United States,North America,2014,240000000,"Greylock Partners, General Catalyst, Khosla Ventures",2021,7,4.166666666666667
Deezer,1000000000,2018-08-02,Internet software & services,Paris,France,Europe,2007,532000000,"Orange Digital Ventures, Access Industries",2018,11,1.8796992481203008
Degreed,1000000000,2021-04-13,Edtech,Pleasanton,United States,North America,2012,318000000,"Signal Peak Ventures, Owl Ventures, Jump Capital",2021,9,3.1446540880503147
Deliverect,1000000000,2022-01-24,Fintech,Ghent,Belgium,Europe,2018,237000000,"Newion Partners, SmartFin Capital, OMERS Ventures",2022,4,4.219409282700422
Envoy,1000000000,2022-01-11,Internet software & services,San Francisco,United States,North America,2013,170000000,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",2022,9,5.882352941176471
Epidemic Sound,1000000000,2021-03-11,Internet software & services,Stockholm,Sweden,Europe,2009,509000000,"EQT Partners, Blackstone",2021,12,1.9646365422396856
Figment,1000000000,2021-12-20,Internet software & services,Toronto,Canada,North America,2018,165000000,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",2021,3,6.0606060606060606
Firebolt,1000000000,2022-01-26,Data management & analytics,Tel Aviv,Israel,Asia,2019,264000000,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",2022,3,3.787878787878788
Five Star Business Finance,1000000000,2021-03-26,Other,Chennai,India,Asia,1984,456000000,"Sequoia Capital India, Tiger Global Management, Tencent",2021,37,2.192982456140351
GupShup,1000000000,2021-04-08,Internet software & services,San Francisco,United States,North America,2011,384000000,"Helion Venture Partners, Tiger Global management, CRV",2021,10,2.6041666666666665
Kong,1000000000,2020-12-31,Internet software & services,San Francisco,United States,North America,2007,169000000,"New Enterprise Associates, CRV, Index Ventures",2020,13,5.9171597633136095
Koudai,1000000000,2014-10-23,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,368000000,"New Enterprise Associates, Tiger Global management, Tencent",2014,4,2.717391304347826
Panther Labs,1000000000,2021-12-02,Cybersecurity,San Francisco,United States,North America,2018,141000000,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",2021,3,7.092198581560283
Papa,1000000000,2021-11-04,Health,Miami,United States,North America,2016,241000000,"Initialized Capital, Canaan Partners, Sound Ventures",2021,5,4.149377593360996
